"X","Y","Z","class"
1.18,1.81,2.11,0
1.23,2.15,2.01,0
1.38,1.97,1.94,0
0.84,2.04,1.8,0
1.02,1.74,1.87,0
1.07,2,1.71,0
0.92,2.22,2.12,0
0.87,1.85,2.09,0
1.11,1.78,1.94,0
1.06,2.06,1.76,0
1.35,1.86,2.16,0
1.24,2,2.25,0
1.23,1.63,2.07,0
1.38,1.77,2.25,0
1,1.78,2.04,0
1.37,1.92,2.02,0
1.22,2.05,2.06,0
1.17,1.82,1.98,0
1.35,1.86,1.85,0
1.39,1.71,1.89,0
1.12,2.22,1.87,0
1.33,2.1,2.26,0
1.26,2.04,2.07,0
1.21,1.76,2.08,0
1.34,1.65,2.14,0
1.39,2.29,1.95,0
1.5,2.1,2.04,0
1.32,2.23,2.09,0
1.43,1.83,2.01,0
1.29,1.86,1.73,0
1.67,1.86,2.02,0
1.69,2.03,2.18,0
1.54,2.37,1.95,0
1.65,2.13,2.2,0
1.67,2.31,1.97,0
1.29,2,1.82,0
1.4,2.21,1.72,0
1.86,2.05,1.81,0
1.56,2.26,2.28,0
1.68,1.85,2.32,0
1.41,1.75,1.92,0
1.49,2.24,1.83,0
1.58,2.02,2.18,0
1.34,2.02,2.23,0
1.44,1.87,2.27,0
1.65,1.87,1.67,0
1.69,2.06,1.82,0
1.67,2.3,1.95,0
1.8,2.31,2.15,0
1.96,1.87,2.23,0
1.45,2.03,2.02,0
1.86,2.26,1.79,0
1.73,2.34,1.81,0
2.04,1.89,2.11,0
1.75,2.26,2.05,0
1.46,1.91,1.89,0
1.6,2.14,1.97,0
1.69,1.79,1.75,0
1.8,1.67,1.9,0
2.21,2.04,1.8,0
1.74,2.14,2.26,0
1.85,1.84,2.22,0
1.76,2.17,1.89,0
1.94,1.71,2.25,0
2.16,2.1,2,0
2.22,2.13,2.21,0
2.21,2.1,2.05,0
2.09,1.88,1.88,0
2,1.84,1.88,0
2.2,1.93,1.68,0
2.29,1.85,2.1,0
1.76,2.04,2.23,0
2.27,1.85,2.12,0
1.84,2.2,2.17,0
2.13,1.8,2.15,0
1.84,2.03,1.8,0
2.45,2.21,1.87,0
2.08,2.11,1.63,0
2.04,2.16,2.16,0
2,1.8,1.72,0
2.31,2.34,2.14,0
2.34,2.04,2.23,0
2.09,2.36,2.06,0
2.32,1.8,1.67,0
2.47,1.78,1.86,0
2.28,1.85,2.13,0
2.08,1.68,2.03,0
2.59,1.74,1.92,0
2.11,1.84,2.01,0
2.44,2,1.76,0
2.57,2.18,1.96,0
2.33,2.05,1.97,0
2.26,1.76,2.15,0
2.28,2.06,2.17,0
2.47,2.02,2.02,0
2.54,2.07,1.76,0
2.5,1.83,2.09,0
2.12,2.12,2.03,0
2.22,1.9,1.75,0
2.46,2.15,2.14,0
2.26,2.13,2.13,0
2.79,2.18,1.92,0
2.72,1.69,2.02,0
2.5,2,2.05,0
2.68,2,2,0
2.35,2.28,1.98,0
2.78,2.08,2.24,0
2.37,2.21,2.2,0
2.44,1.76,1.97,0
2.54,2.07,2.05,0
2.78,2.01,1.97,0
2.62,2.24,2.12,0
2.75,2.26,2.02,0
2.45,1.95,1.81,0
2.53,1.95,1.7,0
2.78,2.01,1.96,0
2.54,2.15,2.16,0
2.8,1.8,2.33,0
2.91,2.16,1.97,0
2.92,1.65,1.99,0
2.69,2.18,1.81,0
3.12,1.9,1.95,0
3.03,1.93,1.82,0
3.11,1.78,2.17,0
2.57,2.01,2.21,0
2.84,2.34,1.94,0
2.81,2.13,1.79,0
3.04,1.9,1.66,0
3.1,1.89,1.96,0
3.28,1.85,2.12,0
3.04,1.89,2.25,0
2.91,1.82,1.9,0
3.22,1.75,2.02,0
2.96,1.94,2.04,0
2.82,1.91,1.77,0
2.92,1.79,2.13,0
3.34,2.12,1.83,0
3.05,2.13,2.07,0
2.93,1.78,1.94,0
3.19,2.34,2.06,0
2.98,2.3,2.16,0
3.38,1.75,2.15,0
3.15,2.04,1.78,0
3.11,2.39,2.03,0
3.42,2.12,1.88,0
3.3,1.67,1.9,0
3.11,2.31,1.93,0
2.95,2.04,2.3,0
2.93,1.79,2.08,0
3.28,1.83,2.18,0
3.53,2.21,2.03,0
3.07,2.06,1.98,0
3.15,2.06,2.26,0
3.25,1.99,2.1,0
3.26,1.92,2.1,0
3.36,1.69,1.87,0
3.49,2.24,1.74,0
3.29,1.98,2.13,0
3.06,1.94,1.94,0
3.6,1.86,2.25,0
3.57,1.82,1.78,0
3.21,2.29,1.94,0
3.16,2.24,1.94,0
3.1,2.04,1.87,0
3.32,1.84,1.81,0
3.46,2.05,2,0
3.52,2.23,1.95,0
3.72,2.15,1.84,0
3.54,2.24,2.01,0
3.55,1.65,1.91,0
3.83,2.11,2.21,0
3.63,1.92,1.93,0
3.52,2.08,1.77,0
3.64,1.77,1.72,0
3.65,1.85,1.89,0
3.65,2.21,2.1,0
3.57,1.7,2.24,0
3.54,1.9,2.07,0
3.51,1.81,1.77,0
3.36,2.01,1.88,0
3.8,2.07,2,0
3.67,1.72,1.72,0
4.06,2.12,2.13,0
3.7,1.68,1.89,0
3.59,1.89,1.79,0
3.76,1.98,2.18,0
3.48,2.04,2.11,0
3.7,1.84,1.87,0
3.91,1.67,3,0
3.81,1.67,1.88,0
3.79,1.88,1.97,0
3.56,2.07,2,0
3.83,1.7,1.93,0
4.16,1.98,1.82,0
3.55,1.92,2.14,0
3.85,2.18,2.3,0
3.99,2,1.6,0
3.99,1.88,2.07,0
3.96,1.66,1.87,0
4.01,1.68,1.91,0
1.89,1.3,2.89,1
2.01,0.84,2.81,1
2.16,0.81,2.74,1
2.13,1.15,2.65,1
1.9,1.34,2.84,1
1.96,1.18,2.97,1
1.89,1.37,3.1,1
2.14,1.17,3.03,1
1.96,1.38,3.07,1
1.86,1.37,3.22,1
1.82,0.92,2.86,1
2.15,1.01,3.22,1
1.94,1.07,2.74,1
2.26,0.95,3.1,1
1.96,0.9,2.82,1
2.18,0.97,2.83,1
2.12,1,3.16,1
1.9,1.33,2.95,1
1.65,1.18,3.09,1
2.31,1.08,3.05,1
2.13,1.37,3.05,1
2.27,1.55,2.86,1
1.67,1.17,2.9,1
2.16,1.08,3.13,1
2.05,1.41,3.16,1
2.1,1.06,2.92,1
2.22,1.3,3.22,1
2.3,1.4,3.12,1
2.13,1.16,3.04,1
2.27,1.71,3.08,1
2.04,1.63,3.24,1
1.64,1.46,2.89,1
1.91,1.31,3.22,1
2.11,1.52,3.1,1
1.83,1.44,2.85,1
1.88,1.63,2.87,1
2.29,1.58,2.83,1
1.89,1.3,2.8,1
2.08,1.74,3.19,1
1.83,1.55,2.83,1
2.03,1.88,3.13,1
1.68,1.62,3.14,1
2.14,1.94,2.86,1
2.04,1.91,3.09,1
2.29,1.57,2.96,1
1.81,1.79,2.73,1
2.3,1.7,2.95,1
1.9,1.81,2.77,1
1.91,1.72,3.34,1
2.21,1.78,3,1
2.15,1.55,2.71,1
1.73,1.86,3.01,1
2.23,1.85,2.72,1
2,1.98,2.78,1
2.12,2,2.68,1
1.84,1.7,3.04,1
1.87,2.02,3.09,1
2.11,1.84,2.87,1
2.18,2.19,3.13,1
2.24,1.93,2.98,1
1.96,2.29,2.99,1
1.97,2.13,2.89,1
1.89,1.96,3.28,1
2.27,1.76,2.95,1
1.83,2.03,2.85,1
1.88,2.08,3.05,1
2.07,1.7,3.24,1
1.79,1.82,3.24,1
2.01,1.94,3,1
2.03,2,2.86,1
2.06,1.92,2.82,1
1.79,2.02,3.16,1
2.1,2.19,3.12,1
1.69,2.29,3.12,1
1.84,2.09,3.04,1
1.73,2.21,3,1
2.06,2.19,3.14,1
1.86,2.12,2.94,1
2.2,2.39,3.21,1
2.3,2.35,3.15,1
2.05,2.56,3.04,1
1.99,2.21,3.13,1
1.62,2.2,2.92,1
2,2.47,3.03,1
2.24,2.34,2.7,1
1.96,1.97,2.93,1
1.99,1.93,3.02,1
1.65,2.21,2.96,1
2.22,2.17,3.04,1
2.13,2.4,2.81,1
1.9,2.59,2.83,1
2.17,2.25,2.76,1
2.08,2.17,3,1
2.27,2.42,2.89,1
1.66,2.24,2.9,1
2.15,2.51,2.91,1
2,2.05,3.01,1
2.35,3.33,3.07,1
2,2.24,2.88,1
2.29,2.69,2.82,1
1.83,2.36,2.71,1
2.14,2.72,3.09,1
2.03,2.35,2.79,1
1.94,2.41,3.33,1
2.36,2.66,3.06,1
2.23,2.79,2.96,1
1.89,2.85,3.01,1
2.2,2.49,3.09,1
1.8,2.63,3.33,1
1.73,2.85,2.96,1
1.78,2.87,3.03,1
2.15,2.42,3.22,1
1.8,2.49,2.89,1
2.14,2.57,3.33,1
1.97,2.87,3.37,1
1.99,2.52,3.1,1
1.95,2.85,2.74,1
2.2,2.55,2.99,1
1.7,2.71,3.26,1
2.04,2.94,3.04,1
2.26,2.7,3.09,1
2.08,3.19,2.92,1
1.92,3.17,2.99,1
1.81,2.63,2.87,1
2.06,3.14,3.14,1
1.77,2.61,3.19,1
1.82,2.87,2.75,1
2.25,2.68,3.01,1
1.94,2.89,3.15,1
2.23,2.84,3.17,1
1.9,3.3,3.02,1
2.35,3.02,2.92,1
2,2.82,2.67,1
2.07,3.17,2.96,1
2.22,2.72,2.99,1
1.91,3.3,2.88,1
2.21,3.31,3.19,1
1.86,3.16,3.18,1
2.07,3.39,2.84,1
1.83,2.9,3.23,1
2.12,3.01,3.27,1
1.88,3.25,2.71,1
2.14,2.89,3.1,1
1.9,3.08,2.89,1
2.02,2.87,2.8,1
2.06,2.98,3.16,1
2.02,3.52,3.1,1
2.01,3.03,2.69,1
1.76,3.23,2.88,1
1.97,3.16,2.91,1
2.23,3.16,3.01,1
1.83,3.32,2.87,1
2.17,3.56,2.8,1
2.18,3.27,2.8,1
2.01,3.09,2.85,1
1.75,3.46,3.19,1
2.3,3.5,2.92,1
2.15,3.24,2.77,1
1.93,3.13,2.96,1
1.67,3.16,2.96,1
1.82,3.35,2.8,1
2.14,3.32,3,1
2.15,3.5,2.75,1
1.68,3.48,2.83,1
2.18,3.43,2.85,1
1.93,3.29,2.96,1
2.17,3.8,2.9,1
1.82,3.55,3.12,1
1.72,3.75,3.14,1
1.93,3.4,2.78,1
1.78,3.72,2.73,1
2.19,3.35,2.75,1
2,3.78,3.19,1
2.22,3.45,3.01,1
1.99,3.81,3.02,1
2.03,3.52,2.85,1
1.87,3.58,3.24,1
2.15,3.81,2.95,1
2.13,3.8,2.74,1
1.96,3.85,2.9,1
2.04,3.93,2.71,1
1.95,3.75,3.07,1
2.03,4.04,2.86,1
2.11,3.9,3.29,1
2.09,3.61,2.89,1
3.24,3.67,2.77,1
1.92,3.76,3.33,1
2.29,3.62,3.15,1
